Record Date,Total Public Debt Outstanding
2019-01-14,21919993773556.77
2019-01-15,21969969573018.07
2019-01-16,21960411284948.15
2019-01-17,21954771806120.41
2019-01-18,21954898759285.36
2019-01-22,21953160110078.25
2019-01-23,21947795866492.78
2019-01-24,21941258881102.69
2019-01-25,21950249913408.5
2019-01-28,21955074791078.53
2019-01-29,21973331001422.7
2019-01-30,21968157827920.13
2019-01-31,21982423036475.23
2019-02-01,21921630334906.2
2019-02-04,21933491166604.77
2019-02-05,21957295730198.83
2019-02-06,21957560953101.45
2019-02-07,21955061924930.72
2019-02-08,21957707162297.58
2019-02-11,22012840891685.32
2019-02-12,22035768149459.89
2019-02-13,22020113259723.01
2019-02-14,22015608446497.27
2019-02-15,22025547947478.37
2019-02-19,22040666955080.47
2019-02-20,22039763197239.24
2019-02-21,22039289882625.87
2019-02-22,22063557299600.16
2019-02-25,22067095964458.39
2019-02-26,22089959800922.0
2019-02-27,22074317868857.95
2019-02-28,22115526445599.07
2019-03-01,22028945980301.65
2019-03-04,22028447125652.23
2019-03-05,22028524548385.66
2019-03-06,22028357199655.04
2019-03-07,22029051549002.87
2019-03-08,22028881490539.35
2019-03-11,22028371305809.44
2019-03-12,22028444133429.2
2019-03-13,22028273031640.25
2019-03-14,22028877815332.49
2019-03-15,22028706063174.96
2019-03-18,22028190803484.94
2019-03-19,22028262639972.93
2019-03-20,22028089812176.34
2019-03-21,22028692383333.1
2019-03-22,22028518927886.87
2019-03-25,22027998543525.24
2019-03-26,22028072102351.2
2019-03-27,22027897795377.42
2019-03-28,22029112480741.88
2019-03-29,22027880157027.99
2019-04-01,22027704987724.49
2019-04-02,22027579108932.54
2019-04-04,22028147661589.79
2019-04-05,22027973012982.34
2019-04-08,22027449134390.73
2019-04-09,22027496999035.6
2019-04-10,22027323060789.03
2019-04-11,22027837127788.04
2019-04-12,22027664941778.85
2019-04-15,22027148377103.51
2019-04-16,22027197885173.36
2019-04-17,22027026475248.4
2019-04-18,22027542672770.63
2019-04-19,22027373329054.47
2019-04-22,22026865292117.75
2019-04-23,22026919403453.14
2019-04-24,22026750845632.11
2019-04-25,22027894379236.04
2019-04-26,22027725902609.9
2019-04-29,22027220511577.98
2019-04-30,22027668200019.47
2019-05-01,22027499772496.57
2019-05-02,22028002290150.87
2019-05-03,22027834270147.16
2019-05-06,22027330249714.53
2019-05-07,22027434332952.25
2019-05-08,22027265000437.08
2019-05-09,22027763492693.17
2019-05-10,22027594778503.72
2019-05-13,22027088803760.18
2019-05-14,22027142477788.08
2019-05-15,22026973836645.55
2019-05-16,22027466173302.66
2019-05-17,22027298281442.3
2019-05-20,22026794607778.78
2019-05-21,22026846898345.44
2019-05-22,22026679116252.14
2019-05-23,22027749066883.72
2019-05-24,22027582043284.14
2019-05-28,22027122548264.26
2019-05-29,22026955988128.91
2019-05-30,22027424114818.6
2019-05-31,22026423883026.38
2019-06-03,22025927312962.14
2019-06-04,22025961143635.3
2019-06-05,22025796403796.43
2019-06-06,22026251450735.52
2019-06-07,22026087862210.14
2019-06-10,22025597084037.73
2019-06-11,22025629973683.95
2019-06-12,22025467215322.33
2019-06-13,22025897802924.26
2019-06-14,22025737667227.33
2019-06-17,22025257265224.76
2019-06-18,22025285716123.66
2019-06-19,22025126584081.54
2019-06-20,22026074359429.66
2019-06-21,22025916805261.83
2019-06-24,22025444218890.86
2019-06-25,22025467877267.26
2019-06-26,22025311154285.78
2019-06-27,22025713624721.18
2019-06-28,22023282617075.45
2019-07-01,22023127457029.41
2019-07-02,22023154457098.57
2019-07-03,22022999766188.67
2019-07-05,22023252678157.0
2019-07-08,22022792479867.4
2019-07-09,22022825153825.04
2019-07-10,22022672056021.83
2019-07-11,22023097720080.98
2019-07-12,22022945564301.12
2019-07-15,22022489157318.43
2019-07-16,22022511127420.27
2019-07-17,22022359616295.42
2019-07-18,22023269635664.39
2019-07-19,22023119533123.43
2019-07-22,22022669203729.33
2019-07-23,22022691412700.74
2019-07-24,22022541856518.42
2019-07-25,22022943775070.37
2019-07-26,22022795612652.49
2019-07-29,22022351130583.63
2019-07-30,22022376894711.12
2019-07-31,22022368854863.19
2019-08-01,22022779932477.98
2019-08-02,22314300536778.37
2019-08-05,22320985030325.55
2019-08-06,22322413855280.18
2019-08-07,22321542218139.83
2019-08-08,22327888143759.66
2019-08-09,22326506729822.41
2019-08-12,22331333773573.19
2019-08-13,22359330185064.46
2019-08-14,22342140787120.32
2019-08-15,22385387228972.44
2019-08-16,22389559542935.74
2019-08-19,22396345008911.25
2019-08-20,22428001691709.87
2019-08-21,22414598129671.7
2019-08-22,22430652209581.7
2019-08-23,22430807789262.13
2019-08-26,22440782615874.92
2019-08-27,22472360797329.8
2019-08-28,22456832939116.24
2019-08-29,22467795131451.64
2019-08-30,22460466625952.37
2019-09-03,22499028130171.28
2019-09-04,22517297955639.18
2019-09-05,22531817693305.66
2019-09-06,22532757499591.39
2019-09-09,22537423716466.15
2019-09-10,22558141162723.67
2019-09-11,22539506714045.44
2019-09-12,22557781101458.39
2019-09-13,22557571535314.09
2019-09-16,22586281657819.33
2019-09-17,22602942644871.49
2019-09-18,22590164470365.91
2019-09-19,22610196598036.67
2019-09-20,22605632959665.14
2019-09-23,22610453853393.56
2019-09-24,22622770690001.99
2019-09-25,22607428369788.64
2019-09-26,22609957618808.14
2019-09-27,22622684674364.43
2019-09-30,22719401753433.78
2019-10-01,22798479742321.92
2019-10-02,22827535000529.65
2019-10-03,22829455689908.62
2019-10-04,22834429766201.04
2019-10-07,22836905127489.22
2019-10-08,22839353088152.28
2019-10-09,22823858730049.53
2019-10-10,22842749110170.59
2019-10-11,22843617581353.64
2019-10-15,22902889023079.27
2019-10-16,22897812971228.86
2019-10-17,22918794762476.14
2019-10-18,22918893401337.22
2019-10-21,22922454475325.5
2019-10-22,22940939205328.0
2019-10-23,22926602224587.4
2019-10-24,22943159688775.93
2019-10-25,22948911971466.48
2019-10-28,22950538299859.71
2019-10-29,22966319890586.47
2019-10-30,22963226486608.38
2019-10-31,23008409564494.99
2019-11-01,22953224244018.87
2019-11-04,22965707933965.52
2019-11-05,22986015532306.35
2019-11-06,22985834022811.17
2019-11-07,23004022933459.45
2019-11-08,23006336134064.42
2019-11-12,23015089744090.63
2019-11-13,23004857754547.26
2019-11-14,23016663627659.38
2019-11-15,23043682074915.91
2019-11-18,23050780866023.83
2019-11-19,23066176871795.89
2019-11-20,23053420423509.05
2019-11-21,23051248112073.68
2019-11-22,23071842154164.67
2019-11-25,23072730495315.54
2019-11-26,23093189799412.05
2019-11-27,23076065396434.08
2019-11-29,23076198934547.7
2019-12-02,23104975299128.72
2019-12-03,23088270750961.77
2019-12-04,23089914098997.55
2019-12-05,23091135155881.25
2019-12-06,23090050191986.99
2019-12-09,23096982431273.97
2019-12-10,23083091432274.61
2019-12-11,23069400573219.26
2019-12-12,23053720112278.14
2019-12-13,23050442180309.76
2019-12-16,23108183009514.16
2019-12-17,23111464945605.77
2019-12-18,23099553825054.78
2019-12-19,23087583496360.18
2019-12-20,23086685242023.66
2019-12-23,23114180466630.56
2019-12-24,23079983443409.74
2019-12-26,23087322171475.93
2019-12-27,23107769339832.41
2019-12-30,23108827795092.86
2019-12-31,23201380134806.73
2020-01-02,23171999133830.77
2020-01-03,23170446328690.63
2020-01-06,23177144885141.89
2020-01-07,23176941125326.93
2020-01-08,23162752866961.31
2020-01-09,23167896598092.57
2020-01-10,23167150977339.08
2020-01-13,23169812958839.8
2020-01-14,23169005511211.19
2020-01-15,23194094220717.31
2020-01-16,23204331499429.68
2020-01-17,23211224948370.91
2020-01-21,23210413917317.85
2020-01-22,23205218318274.01
2020-01-23,23206605224315.72
2020-01-24,23209700605761.0
2020-01-27,23222353201896.43
2020-01-28,23243925228178.19
2020-01-29,23245086960945.3
2020-01-30,23251562887364.32
2020-01-31,23223812882713.14
2020-02-03,23205880808457.79
2020-02-04,23245675031890.21
2020-02-05,23246514802464.92
2020-02-06,23252918659478.48
2020-02-07,23251029947957.77
2020-02-10,23256356117175.05
2020-02-11,23290334555682.36
2020-02-12,23274098951494.08
2020-02-13,23305297151133.97
2020-02-14,23304810124087.34
2020-02-18,23351015383383.78
2020-02-19,23353218998160.83
2020-02-20,23392593917179.95
2020-02-21,23398029929177.72
2020-02-24,23406309603927.73
2020-02-25,23438814358270.5
2020-02-26,23426580610709.96
2020-02-27,23422686794507.87
2020-02-28,23409959150243.63
2020-03-02,23440845102431.9
2020-03-03,23454816785311.31
2020-03-04,23460602861523.26
2020-03-05,23469159863224.08
2020-03-06,23468667801947.78
2020-03-09,23473538836017.03
2020-03-10,23498697246332.51
2020-03-11,23483045370415.47
2020-03-12,23439923027258.37
2020-03-13,23442398235873.06
2020-03-16,23500759058643.52
2020-03-17,23528093917657.65
2020-03-18,23513590998174.08
2020-03-19,23515661447556.65
2020-03-20,23514534990918.53
2020-03-23,23517855054159.01
2020-03-24,23551586033384.42
2020-03-25,23542522737422.51
2020-03-26,23514801990505.63
2020-03-27,23535039888496.42
2020-03-30,23565055988243.25
2020-03-31,23686870812640.08
2020-04-01,23702260358910.18
2020-04-02,23833828188858.54
2020-04-03,23908330373765.41
2020-04-06,23917212663857.59
2020-04-07,24011523316653.36
2020-04-08,24111832049884.9
2020-04-09,24221670739204.35
2020-04-10,24211075873711.89
2020-04-13,24193090621134.8
2020-04-14,24301778443949.21
2020-04-15,24383926097361.86
2020-04-16,24465291180713.11
2020-04-17,24457934851076.35
2020-04-20,24460875058892.22
2020-04-21,24566847849564.04
2020-04-22,24609343550366.81
2020-04-23,24705155334862.85
2020-04-24,24710629086944.33
2020-04-27,24712305448594.89
2020-04-28,24802438295107.87
2020-04-29,24854078687272.52
2020-04-30,24974171868164.35
2020-05-01,24921325976814.49
2020-05-04,24948983700916.84
2020-05-05,25057924023406.8
2020-05-06,25058528802142.42
2020-05-07,25142400455245.54
2020-05-08,25153106379587.64
2020-05-11,25156700120950.8
2020-05-12,25204433195536.74
2020-05-13,25188757825113.86
2020-05-14,25267564712963.62
2020-05-15,25305611583377.26
2020-05-18,25311405971232.18
2020-05-19,25377291192421.1
2020-05-20,25361010008016.11
2020-05-21,25466764338935.22
2020-05-22,25513321429656.26
2020-05-26,25603968949904.7
2020-05-27,25583137364237.39
2020-05-28,25683672542543.7
2020-05-29,25746260186742.66
2020-06-01,25751470039699.29
2020-06-02,25841593753888.41
2020-06-03,25830128553708.56
2020-06-04,25920085643029.88
2020-06-05,25919713597957.67
2020-06-08,25960547920986.11
2020-06-09,26003751512344.91
2020-06-10,25986929485659.72
2020-06-11,26062666877228.16
2020-06-12,26062414750696.08
2020-06-15,26131295159191.85
2020-06-16,26153612132050.86
2020-06-17,26144482303590.01
2020-06-18,26233671903448.33
2020-06-19,26240743198945.18
2020-06-22,26243843047358.83
2020-06-23,26251734793147.0
2020-06-24,26237813113801.78
2020-06-25,26301202679011.4
2020-06-26,26316891194350.53
2020-06-29,26324627931089.54
2020-06-30,26477240853124.76
2020-07-01,26428966231117.14
2020-07-02,26457079712930.87
2020-07-03,26447922718271.66
2020-07-06,26460356237035.6
2020-07-07,26460834237030.55
2020-07-08,26446746378610.82
2020-07-09,26487808758250.95
2020-07-10,26485086596340.4
2020-07-13,26488101200376.64
2020-07-14,26449651770256.05
2020-07-15,26485472440060.92
2020-07-16,26529260218229.28
2020-07-17,26532365407349.11
2020-07-20,26534120918261.29
2020-07-21,26505865411300.56
2020-07-22,26491770885265.01
2020-07-23,26538874728557.87
2020-07-24,26536793171015.79
2020-07-27,26546684671557.74
2020-07-28,26521548685169.55
2020-07-29,26520405065059.57
2020-07-30,26505315299968.98
2020-07-31,26524953451577.6
2020-08-03,26511154964130.06
2020-08-04,26503237558721.18
2020-08-05,26504299529617.46
2020-08-06,26498332917065.93
2020-08-07,26498433296171.26
2020-08-10,26505487475114.56
2020-08-11,26503149692571.25
2020-08-12,26488804368148.22
2020-08-13,26509696627544.92
2020-08-14,26508740015342.72
2020-08-17,26579844296584.21
2020-08-18,26595002097388.92
2020-08-19,26578127138617.4
2020-08-20,26595600802892.36
2020-08-21,26597012529633.31
2020-08-24,26600103727195.86
2020-08-25,26626287679890.05
2020-08-26,26609025392188.46
2020-08-27,26615653156685.81
2020-08-28,26636913440875.36
2020-08-31,26728835852386.44
2020-09-01,26702951324045.57
2020-09-02,26711487941945.07
2020-09-03,26722674780085.17
2020-09-04,26723310248572.09
2020-09-08,26699373179014.46
2020-09-09,26697223377634.21
2020-09-10,26709549160348.85
2020-09-11,26710879019992.35
2020-09-14,26715075761648.94
2020-09-15,26790503839118.28
2020-09-16,26781538166909.73
2020-09-17,26790444416958.18
2020-09-18,26790387783683.69
2020-09-21,26794667844055.65
2020-09-22,26790985511731.68
2020-09-23,26777801957982.87
2020-09-24,26786132350373.35
2020-09-25,26810898511924.31
2020-09-28,26811409726497.33
2020-09-29,26790408849122.94
2020-09-30,26945391194615.15
2020-10-01,27026921935432.41
2020-10-02,27044691830010.18
2020-10-05,27051135958210.0
2020-10-06,27052190118519.27
2020-10-07,27052995507253.19
2020-10-08,27073107016982.31
2020-10-09,27072681346372.85
2020-10-13,27067070156504.96
2020-10-14,27057862724692.08
2020-10-15,27143665414431.6
2020-10-16,27148328723988.33
2020-10-19,27157714670625.73
2020-10-20,27155311344302.57
2020-10-21,27140764457927.75
2020-10-22,27150835685981.61
2020-10-23,27163485600954.95
2020-10-26,27179997734407.28
2020-10-27,27175866775866.84
2020-10-28,27167439451090.65
2020-10-29,27169498275690.7
2020-10-30,27135476803126.2
2020-11-02,27203384382939.29
2020-11-03,27196575068455.06
2020-11-04,27196969007863.83
2020-11-05,27216985032997.07
2020-11-06,27214493516511.3
2020-11-09,27219898895662.87
2020-11-10,27197735272347.02
2020-11-12,27190176826089.04
2020-11-13,27191785502973.95
2020-11-16,27257698674893.38
2020-11-17,27261990224569.86
2020-11-18,27246599172457.42
2020-11-19,27248063291167.42
2020-11-20,27247178240840.79
2020-11-23,27254415603147.34
2020-11-24,27270015919983.3
2020-11-25,27254190181280.2
2020-11-27,27275615496401.16
2020-11-30,27446288188250.17
2020-12-01,27406075682380.51
2020-12-02,27412313165105.64
2020-12-03,27414107838762.23
2020-12-04,27414116147283.7
2020-12-07,27414744544020.51
2020-12-08,27422773335572.05
2020-12-09,27405075760879.61
2020-12-10,27385824169513.51
2020-12-11,27385422383169.47
2020-12-14,27390656339382.97
2020-12-15,27512762494452.83
2020-12-16,27500507616153.3
2020-12-17,27506888886871.57
2020-12-18,27491466213356.16
2020-12-21,27512907024042.97
2020-12-22,27522316089611.33
2020-12-23,27516726861187.59
2020-12-24,27515510591804.39
2020-12-28,27542538204997.2
2020-12-29,27550830638181.22
2020-12-30,27560508897871.53
2020-12-31,27747797947667.77
2021-01-04,27678274970427.93
2021-01-05,27698157413805.41
2021-01-06,27698985949990.94
2021-01-07,27683250886478.03
2021-01-08,27683047233206.98
2021-01-11,27688247384755.74
2021-01-12,27696790654169.24
2021-01-13,27679400859865.77
2021-01-14,27682228608521.37
2021-01-15,27746805381280.29
2021-01-19,27752835868445.35
2021-01-20,27751896236414.77
2021-01-21,27756349666620.64
2021-01-22,27759636538417.78
2021-01-25,27772351753617.32
2021-01-26,27781746808072.29
2021-01-27,27768470977306.81
2021-01-28,27759906011554.99
2021-01-29,27784553033005.01
2021-02-01,27829150493520.76
2021-02-02,27865230460764.72
2021-02-03,27851050265776.27
2021-02-04,27855095022203.36
2021-02-05,27852793260712.71
2021-02-08,27856071118571.0
2021-02-09,27865146522244.52
2021-02-10,27846645214540.71
2021-02-11,27847464517205.79
2021-02-12,27851334019601.64
2021-02-16,27920544756665.9
2021-02-17,27920237579532.83
2021-02-18,27921963590732.7
2021-02-19,27923264909521.91
2021-02-22,27930606549563.46
2021-02-23,27885675004855.99
2021-02-24,27919022842843.97
2021-02-25,27873148540805.79
2021-02-26,27902363734475.7
2021-03-01,28004376276999.35
2021-03-02,27992701172715.77
2021-03-03,27979484123121.26
2021-03-04,27954980988336.06
2021-03-05,27954473950596.68
2021-03-08,27960192746994.08
2021-03-09,27944756420180.92
2021-03-10,27926627063040.16
2021-03-11,27900419069251.4
2021-03-12,27900359579144.99
2021-03-15,28002013491777.51
2021-03-16,27983623734044.46
2021-03-17,27974923694421.5
2021-03-18,27966782716712.25
2021-03-19,27965655597214.4
2021-03-22,27969779712167.83
2021-03-23,27996356562275.91
2021-03-24,27979745914485.97
2021-03-25,27963138826148.12
2021-03-26,27987530656554.73
2021-03-29,27990843257187.65
2021-03-30,27989245974557.43
2021-03-31,28132570303600.16
2021-04-01,28081128042930.95
2021-04-02,28073739716650.42
2021-04-05,28081621686081.66
2021-04-06,28085612206576.05
2021-04-07,28089120489144.2
2021-04-08,28081511424807.03
2021-04-09,28082988642053.9
2021-04-12,28091635214102.07
2021-04-13,28097586324063.15
2021-04-14,28083596636006.48
2021-04-15,28145013813816.28
2021-04-16,28155537048080.39
2021-04-19,28167561442228.4
2021-04-20,28170424219866.1
2021-04-21,28155021027471.56
2021-04-22,28128968798006.36
2021-04-23,28134158384220.1
2021-04-26,28143004395360.31
2021-04-27,28132251139319.4
2021-04-28,28111961882698.12
2021-04-29,28090166581746.91
2021-04-30,28174714484167.37
2021-05-03,28162427831756.43
2021-05-04,28175399394914.91
2021-05-05,28177871288714.44
2021-05-06,28176306016169.05
2021-05-07,28174835555589.42
2021-05-10,28180737838308.48
2021-05-11,28172932689523.23
2021-05-12,28157162848235.73
2021-05-13,28138407466415.05
2021-05-14,28139837994282.0
2021-05-17,28233615342006.33
2021-05-18,28231915800364.06
2021-05-19,28217302792522.09
2021-05-20,28201780457814.49
2021-05-21,28203454280075.29
2021-05-24,28213643450324.57
2021-05-25,28204683179222.85
2021-05-26,28187728565146.2
2021-05-27,28163641538608.22
2021-05-28,28199008338520.65
2021-06-01,28261932956327.41
2021-06-02,28276889497017.57
2021-06-03,28241943205125.46
2021-06-04,28258176695008.39
2021-06-07,28264344438395.3
2021-06-08,28233539905296.77
2021-06-09,28217840010776.35
2021-06-10,28198921278374.51
2021-06-11,28199194121927.28
2021-06-14,28206985446009.0
2021-06-15,28321677015913.38
2021-06-16,28311074615442.85
2021-06-17,28295877633137.04
2021-06-18,28295959242966.26
2021-06-21,28303716532582.24
2021-06-22,28318681114471.56
2021-06-23,28304908429633.99
2021-06-24,28321919276332.61
2021-06-25,28337301366441.99
2021-06-28,28351245656987.95
2021-06-29,28332321921671.58
2021-06-30,28529435873139.77
2021-07-01,28486498619912.01
2021-07-02,28480590009488.49
2021-07-06,28465564176716.37
2021-07-07,28472470039753.26
2021-07-08,28480154358537.5
2021-07-09,28485495680238.32
2021-07-12,28490245056759.44
2021-07-13,28477074400184.39
2021-07-14,28461155746162.69
2021-07-15,28522128606576.79
2021-07-16,28523016771597.55
2021-07-19,28533223139069.34
2021-07-20,28493308345632.59
2021-07-21,28474164538718.48
2021-07-22,28471271832274.48
2021-07-23,28474940683516.7
2021-07-26,28488288239524.42
2021-07-27,28487900218736.96
2021-07-28,28483600316839.07
2021-07-29,28460129798094.46
2021-07-30,28427721872418.7
2021-08-02,28427698645832.16
2021-08-03,28427696163099.45
2021-08-04,28427684511594.88
2021-08-05,28427697750841.17
2021-08-06,28427686085098.39
2021-08-09,28427651083061.54
2021-08-10,28427648684826.45
2021-08-11,28427636980645.24
2021-08-12,28427678854301.03
2021-08-13,28427667188235.3
2021-08-16,28427632315916.89
2021-08-17,28427629895149.51
2021-08-18,28427618261309.59
2021-08-19,28427636801890.59
2021-08-20,28427625037837.37
2021-08-23,28427589740363.6
2021-08-24,28427586466199.61
2021-08-25,28427574705911.53
2021-08-26,28427588849487.8
2021-08-27,28427577000673.83
2021-08-30,28427541449975.33
2021-08-31,28427317184527.64
2021-09-01,28427305334966.71
2021-09-02,28427316469752.46
2021-09-03,28427304587590.49
2021-09-07,28427265682593.52
2021-09-08,28427253797538.22
2021-09-09,28427291338987.36
2021-09-10,28427279472888.27
2021-09-13,28427243869594.37
2021-09-14,28427240863627.95
2021-09-15,28427228984208.34
2021-09-16,28427235095045.28
2021-09-17,28427223240230.33
2021-09-20,28427187672497.6
2021-09-21,28427183956002.04
2021-09-22,28427172086337.02
2021-09-23,28427175063939.33
2021-09-24,28427163296425.43
2021-09-27,28427127989083.09
2021-09-28,28427121748927.24
2021-09-29,28427110002453.46
2021-09-30,28428918570048.68
2021-10-01,28428906947685.31
2021-10-04,28428872075789.94
2021-10-05,28428867646932.09
2021-10-06,28428856040882.84
2021-10-07,28428899839341.2
2021-10-08,28428888207157.81
2021-10-12,28428852295670.32
2021-10-13,28428844195073.2
2021-10-14,28728168806393.45
2021-10-15,28754078782950.1
2021-10-18,28821275356993.53
2021-10-19,28842489318660.4
2021-10-20,28828878392199.23
2021-10-21,28881233681285.16
2021-10-22,28908802032424.21
2021-10-25,28908766496109.85
2021-10-26,28908768513744.76
2021-10-27,28908756563334.38
2021-10-28,28908774731742.71
2021-10-29,28908765340554.33
2021-11-01,28908753234999.69
2021-11-02,28908755128404.26
2021-11-03,28908742983143.05
2021-11-04,28908820096412.53
2021-11-05,28908807882170.39
2021-11-08,28908771234834.89
2021-11-09,28908769065782.06
2021-11-10,28908756850909.49
2021-11-12,28908756692386.32
2021-11-15,28908720142454.06
2021-11-16,28908718629536.93
2021-11-17,28908706567725.26
2021-11-18,28908721997192.37
2021-11-19,28908709913210.12
2021-11-22,28908673656751.15
2021-11-23,28908675219435.89
2021-11-24,28908663008400.59
2021-11-26,28908671966903.25
2021-11-29,28908634920526.41
2021-11-30,28907986914620.48
2021-12-01,28907974567922.79
2021-12-02,28908093498988.46
2021-12-03,28908080867101.19
2021-12-06,28908042968539.34
2021-12-07,28908044014251.51
2021-12-08,28908031211073.83
2021-12-09,28908056570613.87
2021-12-10,28908043641448.41
2021-12-13,28908004857445.12
2021-12-14,28908004807295.13
2021-12-15,28907991955973.38
2021-12-16,29206281597429.63
2021-12-17,29219162160636.54
2021-12-20,29227234350837.28
2021-12-21,29323617110064.25
2021-12-22,29371119029875.94
2021-12-23,29364845916478.98
2021-12-24,29366487278631.21
2021-12-27,29392499945489.9
2021-12-28,29470201773029.74
2021-12-29,29473751154659.92
2021-12-30,29494802867965.6
2021-12-31,29617214856051.75
2022-01-03,29561913979100.59
2022-01-04,29684795727298.77
2022-01-05,29688711799683.89
2022-01-06,29711273060203.84
2022-01-07,29712206809284.68
2022-01-10,29721316241512.87
2022-01-11,29798686421059.41
2022-01-12,29782260926262.9
2022-01-13,29744356363065.92
2022-01-14,29744955877708.72
2022-01-18,29868786972155.16
2022-01-19,29850619689684.7
2022-01-20,29867021509573.92
2022-01-21,29872478049038.47
2022-01-24,29881277514277.8
2022-01-25,29922910183810.92
2022-01-26,29911026945197.44
2022-01-27,29924269641846.11
2022-01-28,29923547295151.27
2022-01-31,30012386059238.29
2022-02-01,30006703853708.68
2022-02-02,30003214001317.09
2022-02-03,29997348065352.64
2022-02-04,30000735946967.99
2022-02-07,30006559494788.12
2022-02-08,30044308711213.55
2022-02-09,30026315620292.26
2022-02-10,30036167906443.71
2022-02-11,30037556218178.22
2022-02-14,30040321184028.23
2022-02-15,30131747139602.4
2022-02-16,30117444531577.68
2022-02-17,30116594102929.26
2022-02-18,30136875054554.09
2022-02-22,30149602822218.27
2022-02-23,30147740479276.32
2022-02-24,30156745227539.43
2022-02-25,30181306040701.1
2022-02-28,30290352672788.26
2022-03-01,30239898882055.44
2022-03-02,30251604074765.14
2022-03-03,30245916343005.77
2022-03-04,30248093947990.39
2022-03-07,30255662304200.67
2022-03-08,30255122852682.82
2022-03-09,30239035813427.89
2022-03-10,30169155662145.01
2022-03-11,30171347673677.13
2022-03-14,30192743136499.51
2022-03-15,30269363487047.15
2022-03-16,30256993166299.52
2022-03-17,30281982928127.92
2022-03-18,30284575737668.34
2022-03-21,30292940101302.71
2022-03-22,30291043758532.6
2022-03-23,30278417333368.05
2022-03-24,30278646895828.99
2022-03-25,30310461979697.08
2022-03-28,30316415445123.62
2022-03-29,30295658229777.35
2022-03-30,30297725742214.85
2022-03-31,30400959928180.97
2022-04-01,30341730921413.68
2022-04-04,30360242388882.82
2022-04-05,30344759728429.97
2022-04-06,30346743836943.52
2022-04-07,30355560978807.42
2022-04-08,30358253372526.82
2022-04-11,30366149784776.56
2022-04-12,30353116155400.25
2022-04-13,30337948527881.09
2022-04-14,30348128378186.46
2022-04-15,30283200409185.07
2022-04-18,30420646059970.8
2022-04-19,30424031211100.86
2022-04-20,30409020743474.81
2022-04-21,30417821278854.39
2022-04-22,30420895865073.55
2022-04-25,30436599006622.81
2022-04-26,30429943152594.56
2022-04-27,30416607299745.21
2022-04-28,30402580500253.99
2022-04-29,30374154511898.01
2022-05-02,30402621901012.51
2022-05-03,30403398384128.46
2022-05-04,30410132998220.16
2022-05-05,30399297359286.48
2022-05-06,30405869003073.2
2022-05-09,30414687675786.97
2022-05-10,30413347630269.05
2022-05-11,30396277082105.5
2022-05-12,30382270349258.7
2022-05-13,30383299268879.53
2022-05-16,30446209092689.11
2022-05-17,30448917678953.58
2022-05-18,30433638163659.19
2022-05-19,30417290218588.6
2022-05-20,30416558370122.14
2022-05-23,30425272588115.25
2022-05-24,30436485213373.36
2022-05-25,30420927327550.9
2022-05-26,30401585043707.47
2022-05-27,30424491318227.5
2022-05-31,30499618521246.79
2022-06-01,30440978089256.71
2022-06-02,30425659073319.04
2022-06-03,30412550624776.76
2022-06-06,30420887219375.02
2022-06-07,30417587131946.16
2022-06-08,30416483347432.31
2022-06-09,30396764239689.3
2022-06-10,30395962543534.33
2022-06-13,30401228823317.56
2022-06-14,30402372009375.8
2022-06-15,30450427989813.29
2022-06-16,30436640164627.79
2022-06-17,30447724565578.89
2022-06-21,30444351824009.42
2022-06-22,30438441032259.4
2022-06-23,30422296050212.64
2022-06-24,30459118079859.7
2022-06-27,30465478903061.14
2022-06-28,30472631501345.25
2022-06-29,30471945407032.54
2022-06-30,30568582029058.95
2022-07-01,30486168799297.68
2022-07-05,30499767630042.65
2022-07-06,30523761181677.24
2022-07-07,30506236341875.02
2022-07-08,30508293809509.33
2022-07-11,30519301003393.25
2022-07-12,30524982128851.06
2022-07-13,30506853223701.66
2022-07-14,30492718741221.26
2022-07-15,30515298593937.76
2022-07-18,30523741048474.78
2022-07-19,30553663895660.26
2022-07-20,30532029905442.16
2022-07-21,30527597691286.76
2022-07-22,30529873257653.04
2022-07-25,30543559825181.4
2022-07-26,30598262922849.72
2022-07-27,30581630650266.54
2022-07-28,30580925386856.72
2022-07-29,30595108567190.06
2022-08-01,30536410540554.18
2022-08-02,30595969570769.77
2022-08-03,30581257828120.79
2022-08-04,30588576389112.46
2022-08-05,30589280234859.34
2022-08-08,30600925494647.66
2022-08-09,30651901663997.97
2022-08-10,30656481655127.17
2022-08-11,30660257804900.73
2022-08-12,30661900621199.98
2022-08-15,30695428647128.38
2022-08-16,30736589309063.51
2022-08-17,30724398554149.91
2022-08-18,30729913543818.69
2022-08-19,30731391952366.35
2022-08-22,30740292605227.85
2022-08-23,30777437633186.65
2022-08-24,30751828350400.15
2022-08-25,30824380608762.88
2022-08-26,30846992848094.66
2022-08-29,30852152360376.09
2022-08-30,30879099520384.98
2022-08-31,30936075214882.41
2022-09-01,30879363523856.88
2022-09-02,30872035484014.48
2022-09-06,30887902026844.77
2022-09-07,30897876626009.31
2022-09-08,30894123090119.44
2022-09-09,30894094123383.54
2022-09-12,30898201768751.74
2022-09-13,30902439190146.0
2022-09-14,30885840414162.26
2022-09-15,30886835217014.0
2022-09-16,30890599196504.46
2022-09-19,30900612291409.53
2022-09-20,30902024272230.49
2022-09-21,30886263886577.47
2022-09-22,30894820923257.38
2022-09-23,30899381846844.68
2022-09-26,30910232518783.59
